"青沥备开(矫焙备)喊/1技喊 林刮殿废牢备"

"C青沥备开(矫焙备)喊","青沥备开(矫焙备)喊","C楷飞喊","楷飞喊","矫痢","醚牢备荐 (疙)","巢磊牢备荐 (疙)","咯磊牢备荐 (疙)"
'27710," 崔己焙",'0703,"12技",2025,2815.0000,1453.0000,1362.0000
'27710," 崔己焙",'0704,"13技",2025,3096.0000,1591.0000,1505.0000
'27710," 崔己焙",'0705,"14技",2025,2888.0000,1475.0000,1413.0000
'27710," 崔己焙",'1001,"15技",2025,2857.0000,1480.0000,1377.0000
'27710," 崔己焙",'1002,"16技",2025,2349.0000,1210.0000,1139.0000
'27710," 崔己焙",'1003,"17技",2025,2522.0000,1290.0000,1232.0000
'27710," 崔己焙",'1004,"18技",2025,2520.0000,1283.0000,1237.0000
'27710," 崔己焙",'1005,"19技",2025,2063.0000,1102.0000,961.0000
'27710," 崔己焙",'1201,"20技",2025,1965.0000,1097.0000,868.0000
'27710," 崔己焙",'1202,"21技",2025,1899.0000,1046.0000,853.0000
'27710," 崔己焙",'1203,"22技",2025,1934.0000,1083.0000,851.0000
'27710," 崔己焙",'1204,"23技",2025,1818.0000,1024.0000,794.0000
'27710," 崔己焙",'1205,"24技",2025,2116.0000,1163.0000,953.0000
'27710," 崔己焙",'1301,"25技",2025,2366.0000,1290.0000,1076.0000
'27710," 崔己焙",'1302,"26技",2025,2292.0000,1325.0000,967.0000
'27710," 崔己焙",'1303,"27技",2025,2446.0000,1416.0000,1030.0000
'27710," 崔己焙",'1304,"28技",2025,2634.0000,1483.0000,1151.0000
'27710," 崔己焙",'1305,"29技",2025,2754.0000,1517.0000,1237.0000
'27710," 崔己焙",'1501,"30技",2025,2946.0000,1626.0000,1320.0000
'27710," 崔己焙",'1502,"31技",2025,3033.0000,1666.0000,1367.0000
'27710," 崔己焙",'1503,"32技",2025,3110.0000,1701.0000,1409.0000
'27710," 崔己焙",'1504,"33技",2025,3383.0000,1784.0000,1599.0000
'27710," 崔己焙",'1505,"34技",2025,3389.0000,1763.0000,1626.0000
'27710," 崔己焙",'1601,"35技",2025,3257.0000,1784.0000,1473.0000
'27710," 崔己焙",'1602,"36技",2025,3552.0000,1889.0000,1663.0000
'27710," 崔己焙",'1603,"37技",2025,3387.0000,1832.0000,1555.0000
'27710," 崔己焙",'1604,"38技",2025,3531.0000,1843.0000,1688.0000
'27710," 崔己焙",'1605,"39技",2025,3669.0000,1971.0000,1698.0000
'27710," 崔己焙",'1801,"40技",2025,3840.0000,2004.0000,1836.0000
'27710," 崔己焙",'1802,"41技",2025,3847.0000,2024.0000,1823.0000
'27710," 崔己焙",'1803,"42技",2025,4377.0000,2207.0000,2170.0000
'27710," 崔己焙",'1804,"43技",2025,4853.0000,2418.0000,2435.0000
'27710," 崔己焙",'1805,"44技",2025,5001.0000,2598.0000,2403.0000
'27710," 崔己焙",'1901,"45技",2025,4931.0000,2537.0000,2394.0000
'27710," 崔己焙",'1902,"46技",2025,4847.0000,2437.0000,2410.0000
'27710," 崔己焙",'1903,"47技",2025,3887.0000,2046.0000,1841.0000
'27710," 崔己焙",'1904,"48技",2025,4225.0000,2206.0000,2019.0000
'27710," 崔己焙",'1905,"49技",2025,3952.0000,2109.0000,1843.0000
'27710," 崔己焙",'2101,"50技",2025,4014.0000,2080.0000,1934.0000
'27710," 崔己焙",'2102,"51技",2025,4137.0000,2178.0000,1959.0000
'27710," 崔己焙",'2103,"52技",2025,4150.0000,2146.0000,2004.0000
'27710," 崔己焙",'2104,"53技",2025,4216.0000,2180.0000,2036.0000
'27710," 崔己焙",'2105,"54技",2025,4276.0000,2175.0000,2101.0000
'27710," 崔己焙",'2301,"55技",2025,4156.0000,2114.0000,2042.0000
'27710," 崔己焙",'2302,"56技",2025,4194.0000,2021.0000,2173.0000
'27710," 崔己焙",'2303,"57技",2025,4333.0000,2099.0000,2234.0000
'27710," 崔己焙",'2304,"58技",2025,4082.0000,1959.0000,2123.0000
'27710," 崔己焙",'2305,"59技",2025,3915.0000,2001.0000,1914.0000
'27710," 崔己焙",'2601,"60技",2025,4032.0000,1944.0000,2088.0000
'27710," 崔己焙",'2602,"61技",2025,3892.0000,1952.0000,1940.0000
'27710," 崔己焙",'2603,"62技",2025,3702.0000,1817.0000,1885.0000
'27710," 崔己焙",'2604,"63技",2025,4247.0000,2138.0000,2109.0000
'27710," 崔己焙",'2605,"64技",2025,4396.0000,2164.0000,2232.0000
'27710," 崔己焙",'2801,"65技",2025,3997.0000,1960.0000,2037.0000
'27710," 崔己焙",'2802,"66技",2025,3987.0000,1917.0000,2070.0000
'27710," 崔己焙",'2803,"67技",2025,3213.0000,1590.0000,1623.0000
'27710," 崔己焙",'2804,"68技",2025,3375.0000,1686.0000,1689.0000
'27710," 崔己焙",'2805,"69技",2025,2940.0000,1474.0000,1466.0000
'27710," 崔己焙",'3101,"70技",2025,3002.0000,1383.0000,1619.0000
'27710," 崔己焙",'3102,"71技",2025,2323.0000,1168.0000,1155.0000
'27710," 崔己焙",'3103,"72技",2025,2107.0000,988.0000,1119.0000
'27710," 崔己焙",'3104,"73技",2025,2409.0000,1135.0000,1274.0000
'27710," 崔己焙",'3105,"74技",2025,1770.0000,833.0000,937.0000
'27710," 崔己焙",'3301,"75技",2025,1751.0000,821.0000,930.0000
'27710," 崔己焙",'3302,"76技",2025,1790.0000,855.0000,935.0000
'27710," 崔己焙",'3303,"77技",2025,1643.0000,769.0000,874.0000
'27710," 崔己焙",'3304,"78技",2025,1514.0000,677.0000,837.0000
'27710," 崔己焙",'3305,"79技",2025,1034.0000,461.0000,573.0000
'27710," 崔己焙",'3601,"80技",2025,945.0000,407.0000,538.0000
'27710," 崔己焙",'3602,"81技",2025,968.0000,406.0000,562.0000
'27710," 崔己焙",'3603,"82技",2025,980.0000,378.0000,602.0000
'27710," 崔己焙",'3604,"83技",2025,1083.0000,402.0000,681.0000
'27710," 崔己焙",'3605,"84技",2025,886.0000,297.0000,589.0000
'27710," 崔己焙",'3801,"85技",2025,718.0000,216.0000,502.0000
'27710," 崔己焙",'3802,"86技",2025,686.0000,214.0000,472.0000
'27710," 崔己焙",'3803,"87技",2025,584.0000,165.0000,419.0000
'27710," 崔己焙",'3804,"88技",2025,494.0000,151.0000,343.0000
'27710," 崔己焙",'3805,"89技",2025,398.0000,108.0000,290.0000
'27710," 崔己焙",'4101,"90技",2025,329.0000,91.0000,238.0000
'27710," 崔己焙",'4102,"91技",2025,265.0000,49.0000,216.0000
'27710," 崔己焙",'4103,"92技",2025,193.0000,36.0000,157.0000
'27710," 崔己焙",'4104,"93技",2025,160.0000,37.0000,123.0000
'27710," 崔己焙",'4105,"94技",2025,116.0000,22.0000,94.0000
'27710," 崔己焙",'4301,"95技",2025,90.0000,11.0000,79.0000
'27710," 崔己焙",'4302,"96技",2025,56.0000,12.0000,44.0000
'27710," 崔己焙",'4303,"97技",2025,35.0000,4.0000,31.0000
'27710," 崔己焙",'4304,"98技",2025,24.0000,3.0000,21.0000
'27710," 崔己焙",'4305,"99技",2025,13.0000,1.0000,12.0000
'27710," 崔己焙",'440,"100技 捞惑",2025,26.0000,4.0000,22.0000
'27720," 焙困焙",'000,"拌",2025,22452.0000,11684.0000,10768.0000
'27720," 焙困焙",'0401,"0技",2025,55.0000,21.0000,34.0000
'27720," 焙困焙",'0402,"1技",2025,49.0000,27.0000,22.0000
'27720," 焙困焙",'0403,"2技",2025,31.0000,16.0000,15.0000
'27720," 焙困焙",'0404,"3技",2025,41.0000,31.0000,10.0000
'27720," 焙困焙",'0405,"4技",2025,37.0000,23.0000,14.0000
'27720," 焙困焙",'0501,"5技",2025,46.0000,25.0000,21.0000
'27720," 焙困焙",'0502,"6技",2025,51.0000,30.0000,21.0000
'27720," 焙困焙",'0503,"7技",2025,38.0000,24.0000,14.0000
'27720," 焙困焙",'0504,"8技",2025,48.0000,27.0000,21.0000
'27720," 焙困焙",'0505,"9技",2025,49.0000,29.0000,20.0000
'27720," 焙困焙",'0701,"10技",2025,51.0000,24.0000,27.0000
'27720," 焙困焙",'0702,"11技",2025,71.0000,37.0000,34.0000
'27720," 焙困焙",'0703,"12技",2025,65.0000,43.0000,22.0000
'27720," 焙困焙",'0704,"13技",2025,90.0000,48.0000,42.0000
'27720," 焙困焙",'0705,"14技",2025,84.0000,45.0000,39.0000
'27720," 焙困焙",'1001,"15技",2025,92.0000,46.0000,46.0000
'27720," 焙困焙",'1002,"16技",2025,79.0000,48.0000,31.0000
'27720," 焙困焙",'1003,"17技",2025,97.0000,52.0000,45.0000
'27720," 焙困焙",'1004,"18技",2025,101.0000,57.0000,44.0000
'27720," 焙困焙",'1005,"19技",2025,87.0000,47.0000,40.0000
'27720," 焙困焙",'1201,"20技",2025,83.0000,52.0000,31.0000
'27720," 焙困焙",'1202,"21技",2025,83.0000,44.0000,39.0000
'27720," 焙困焙",'1203,"22技",2025,64.0000,42.0000,22.0000
'27720," 焙困焙",'1204,"23技",2025,82.0000,48.0000,34.0000
'27720," 焙困焙",'1205,"24技",2025,76.0000,48.0000,28.0000
'27720," 焙困焙",'1301,"25技",2025,100.0000,64.0000,36.0000
'27720," 焙困焙",'1302,"26技",2025,101.0000,63.0000,38.0000
'27720," 焙困焙",'1303,"27技",2025,106.0000,60.0000,46.0000
'27720," 焙困焙",'1304,"28技",2025,107.0000,62.0000,45.0000
'27720," 焙困焙",'1305,"29技",2025,102.0000,58.0000,44.0000
'27720," 焙困焙",'1501,"30技",2025,110.0000,66.0000,44.0000
'27720," 焙困焙",'1502,"31技",2025,148.0000,91.0000,57.0000
'27720," 焙困焙",'1503,"32技",2025,102.0000,58.0000,44.0000
'27720," 焙困焙",'1504,"33技",2025,110.0000,75.0000,35.0000
'27720," 焙困焙",'1505,"34技",2025,122.0000,74.0000,48.0000
'27720," 焙困焙",'1601,"35技",2025,91.0000,51.0000,40.0000
'27720," 焙困焙",'1602,"36技",2025,94.0000,56.0000,38.0000
'27720," 焙困焙",'1603,"37技",2025,100.0000,51.0000,49.0000
'27720," 焙困焙",'1604,"38技",2025,137.0000,88.0000,49.0000
'27720," 焙困焙",'1605,"39技",2025,118.0000,62.0000,56.0000
'27720," 焙困焙",'1801,"40技",2025,132.0000,70.0000,62.0000
'27720," 焙困焙",'1802,"41技",2025,117.0000,67.0000,50.0000
'27720," 焙困焙",'1803,"42技",2025,139.0000,76.0000,63.0000
'27720," 焙困焙",'1804,"43技",2025,149.0000,83.0000,66.0000
'27720," 焙困焙",'1805,"44技",2025,168.0000,92.0000,76.0000
'27720," 焙困焙",'1901,"45技",2025,180.0000,98.0000,82.0000
'27720," 焙困焙",'1902,"46技",2025,186.0000,117.0000,69.0000
'27720," 焙困焙",'1903,"47技",2025,169.0000,106.0000,63.0000
'27720," 焙困焙",'1904,"48技",2025,183.0000,107.0000,76.0000
'27720," 焙困焙",'1905,"49技",2025,214.0000,117.0000,97.0000
'27720," 焙困焙",'2101,"50技",2025,229.0000,131.0000,98.0000
'27720," 焙困焙",'2102,"51技",2025,228.0000,135.0000,93.0000
'27720," 焙困焙",'2103,"52技",2025,265.0000,166.0000,99.0000
'27720," 焙困焙",'2104,"53技",2025,314.0000,168.0000,146.0000
'27720," 焙困焙",'2105,"54技",2025,336.0000,185.0000,151.0000
'27720," 焙困焙",'2301,"55技",2025,330.0000,185.0000,145.0000
'27720," 焙困焙",'2302,"56技",2025,418.0000,243.0000,175.0000
'27720," 焙困焙",'2303,"57技",2025,449.0000,244.0000,205.0000
'27720," 焙困焙",'2304,"58技",2025,463.0000,265.0000,198.0000
'27720," 焙困焙",'2305,"59技",2025,482.0000,291.0000,191.0000
'27720," 焙困焙",'2601,"60技",2025,587.0000,341.0000,246.0000
'27720," 焙困焙",'2602,"61技",2025,564.0000,322.0000,242.0000
'27720," 焙困焙",'2603,"62技",2025,520.0000,270.0000,250.0000
'27720," 焙困焙",'2604,"63技",2025,641.0000,360.0000,281.0000
'27720," 焙困焙",'2605,"64技",2025,699.0000,372.0000,327.0000
'27720," 焙困焙",'2801,"65技",2025,684.0000,380.0000,304.0000
'27720," 焙困焙",'2802,"66技",2025,729.0000,377.0000,352.0000
'27720," 焙困焙",'2803,"67技",2025,596.0000,343.0000,253.0000
'27720," 焙困焙",'2804,"68技",2025,637.0000,357.0000,280.0000
'27720," 焙困焙",'2805,"69技",2025,610.0000,340.0000,270.0000
'27720," 焙困焙",'3101,"70技",2025,632.0000,333.0000,299.0000
'27720," 焙困焙",'3102,"71技",2025,491.0000,262.0000,229.0000
'27720," 焙困焙",'3103,"72技",2025,476.0000,250.0000,226.0000
'27720," 焙困焙",'3104,"73技",2025,535.0000,264.0000,271.0000
'27720," 焙困焙",'3105,"74技",2025,436.0000,212.0000,224.0000
'27720," 焙困焙",'3301,"75技",2025,403.0000,183.0000,220.0000
'27720," 焙困焙",'3302,"76技",2025,414.0000,239.0000,175.0000
'27720," 焙困焙",'3303,"77技",2025,418.0000,198.0000,220.0000
'27720," 焙困焙",'3304,"78技",2025,417.0000,193.0000,224.0000
'27720," 焙困焙",'3305,"79技",2025,267.0000,126.0000,141.0000
'27720," 焙困焙",'3601,"80技",2025,255.0000,104.0000,151.0000
'27720," 焙困焙",'3602,"81技",2025,279.0000,111.0000,168.0000
'27720," 焙困焙",'3603,"82技",2025,343.0000,139.0000,204.0000
'27720," 焙困焙",'3604,"83技",2025,398.0000,155.0000,243.0000
'27720," 焙困焙",'3605,"84技",2025,317.0000,114.0000,203.0000
'27720," 焙困焙",'3801,"85技",2025,247.0000,79.0000,168.0000
'27720," 焙困焙",'3802,"86技",2025,257.0000,88.0000,169.0000
'27720," 焙困焙",'3803,"87技",2025,234.0000,72.0000,162.0000
'27720," 焙困焙",'3804,"88技",2025,209.0000,67.0000,142.0000
'27720," 焙困焙",'3805,"89技",2025,171.0000,49.0000,122.0000
'27720," 焙困焙",'4101,"90技",2025,167.0000,41.0000,126.0000
'27720," 焙困焙",'4102,"91技",2025,113.0000,30.0000,83.0000
'27720," 焙困焙",'4103,"92技",2025,75.0000,18.0000,57.0000
'27720," 焙困焙",'4104,"93技",2025,53.0000,9.0000,44.0000
'27720," 焙困焙",'4105,"94技",2025,45.0000,6.0000,39.0000
'27720," 焙困焙",'4301,"95技",2025,36.0000,10.0000,26.0000
'27720," 焙困焙",'4302,"96技",2025,16.0000,4.0000,12.0000
'27720," 焙困焙",'4303,"97技",2025,12.0000,3.0000,9.0000
'27720," 焙困焙",'4304,"98技",2025,14.0000,4.0000,10.0000
'27720," 焙困焙",'4305,"99技",2025,2.0000,0.0000,2.0000
'27720," 焙困焙",'440,"100技 捞惑",2025,4.0000,0.0000,4.0000
'28,"牢玫堡开矫",'000,"拌",2025,3051961.0000,1524286.0000,1527675.0000
'28,"牢玫堡开矫",'0401,"0技",2025,16840.0000,8697.0000,8143.0000
'28,"牢玫堡开矫",'0402,"1技",2025,16519.0000,8530.0000,7989.0000
'28,"牢玫堡开矫",'0403,"2技",2025,15612.0000,8000.0000,7612.0000
'28,"牢玫堡开矫",'0404,"3技",2025,16786.0000,8503.0000,8283.0000
'28,"牢玫堡开矫",'0405,"4技",2025,17220.0000,8783.0000,8437.0000
'28,"牢玫堡开矫",'0501,"5技",2025,18113.0000,9319.0000,8794.0000
'28,"牢玫堡开矫",'0502,"6技",2025,19850.0000,10240.0000,9610.0000
'28,"牢玫堡开矫",'0503,"7技",2025,20940.0000,10770.0000,10170.0000
'28,"牢玫堡开矫",'0504,"8技",2025,22230.0000,11535.0000,10695.0000
'28,"牢玫堡开矫",'0505,"9技",2025,25163.0000,12719.0000,12444.0000
'28,"牢玫堡开矫",'0701,"10技",2025,27059.0000,13842.0000,13217.0000
'28,"牢玫堡开矫",'0702,"11技",2025,26511.0000,13597.0000,12914.0000
'28,"牢玫堡开矫",'0703,"12技",2025,26567.0000,13514.0000,13053.0000
'28,"牢玫堡开矫",'0704,"13技",2025,29174.0000,15001.0000,14173.0000
'28,"牢玫堡开矫",'0705,"14技",2025,28792.0000,14787.0000,14005.0000
'28,"牢玫堡开矫",'1001,"15技",2025,28158.0000,14438.0000,13720.0000
'28,"牢玫堡开矫",'1002,"16技",2025,26658.0000,13704.0000,12954.0000
'28,"牢玫堡开矫",'1003,"17技",2025,27387.0000,13884.0000,13503.0000
'28,"牢玫堡开矫",'1004,"18技",2025,29405.0000,14982.0000,14423.0000
'28,"牢玫堡开矫",'1005,"19技",2025,26257.0000,13591.0000,12666.0000
'28,"牢玫堡开矫",'1201,"20技",2025,25380.0000,13085.0000,12295.0000
'28,"牢玫堡开矫",'1202,"21技",2025,27226.0000,14169.0000,13057.0000
'28,"牢玫堡开矫",'1203,"22技",2025,28766.0000,14856.0000,13910.0000
'28,"牢玫堡开矫",'1204,"23技",2025,28614.0000,14669.0000,13945.0000
'28,"牢玫堡开矫",'1205,"24技",2025,32777.0000,16630.0000,16147.0000
'28,"牢玫堡开矫",'1301,"25技",2025,37564.0000,19195.0000,18369.0000
'28,"牢玫堡开矫",'1302,"26技",2025,37134.0000,19259.0000,17875.0000
'28,"牢玫堡开矫",'1303,"27技",2025,38117.0000,19747.0000,18370.0000
'28,"牢玫堡开矫",'1304,"28技",2025,40916.0000,21037.0000,19879.0000
'28,"牢玫堡开矫",'1305,"29技",2025,41672.0000,21801.0000,19871.0000
'28,"牢玫堡开矫",'1501,"30技",2025,43573.0000,22749.0000,20824.0000
'28,"牢玫堡开矫",'1502,"31技",2025,44756.0000,23595.0000,21161.0000
'28,"牢玫堡开矫",'1503,"32技",2025,45773.0000,24234.0000,21539.0000
'28,"牢玫堡开矫",'1504,"33技",2025,47355.0000,24736.0000,22619.0000
'28,"牢玫堡开矫",'1505,"34技",2025,46220.0000,24192.0000,22028.0000
'28,"牢玫堡开矫",'1601,"35技",2025,41943.0000,22018.0000,19925.0000
'28,"牢玫堡开矫",'1602,"36技",2025,41278.0000,21359.0000,19919.0000
'28,"牢玫堡开矫",'1603,"37技",2025,40628.0000,21170.0000,19458.0000
'28,"牢玫堡开矫",'1604,"38技",2025,39573.0000,20303.0000,19270.0000
'28,"牢玫堡开矫",'1605,"39技",2025,40428.0000,21082.0000,19346.0000
'28,"牢玫堡开矫",'1801,"40技",2025,41606.0000,21673.0000,19933.0000
'28,"牢玫堡开矫",'1802,"41技",2025,41989.0000,21706.0000,20283.0000
'28,"牢玫堡开矫",'1803,"42技",2025,47339.0000,24332.0000,23007.0000
'28,"牢玫堡开矫",'1804,"43技",2025,51440.0000,26529.0000,24911.0000
'28,"牢玫堡开矫",'1805,"44技",2025,52733.0000,27330.0000,25403.0000
'28,"牢玫堡开矫",'1901,"45技",2025,52017.0000,26748.0000,25269.0000
'28,"牢玫堡开矫",'1902,"46技",2025,51069.0000,26286.0000,24783.0000
'28,"牢玫堡开矫",'1903,"47技",2025,44037.0000,22771.0000,21266.0000
'28,"牢玫堡开矫",'1904,"48技",2025,47031.0000,23951.0000,23080.0000
'28,"牢玫堡开矫",'1905,"49技",2025,44921.0000,23227.0000,21694.0000
'28,"牢玫堡开矫",'2101,"50技",2025,47356.0000,24137.0000,23219.0000
'28,"牢玫堡开矫",'2102,"51技",2025,50226.0000,25799.0000,24427.0000
'28,"牢玫堡开矫",'2103,"52技",2025,52410.0000,26068.0000,26342.0000
'28,"牢玫堡开矫",'2104,"53技",2025,52649.0000,26778.0000,25871.0000
'28,"牢玫堡开矫",'2105,"54技",2025,54665.0000,27488.0000,27177.0000
'28,"牢玫堡开矫",'2301,"55技",2025,53434.0000,26838.0000,26596.0000
'28,"牢玫堡开矫",'2302,"56技",2025,53577.0000,26410.0000,27167.0000
'28,"牢玫堡开矫",'2303,"57技",2025,53788.0000,26108.0000,27680.0000
'28,"牢玫堡开矫",'2304,"58技",2025,49793.0000,23978.0000,25815.0000
'28,"牢玫堡开矫",'2305,"59技",2025,47492.0000,23809.0000,23683.0000
'28,"牢玫堡开矫",'2601,"60技",2025,50642.0000,24947.0000,25695.0000
'28,"牢玫堡开矫",'2602,"61技",2025,50268.0000,24835.0000,25433.0000
'28,"牢玫堡开矫",'2603,"62技",2025,47238.0000,23570.0000,23668.0000
'28,"牢玫堡开矫",'2604,"63技",2025,51974.0000,25828.0000,26146.0000
'28,"牢玫堡开矫",'2605,"64技",2025,52321.0000,25955.0000,26366.0000
'28,"牢玫堡开矫",'2801,"65技",2025,52404.0000,25812.0000,26592.0000
'28,"牢玫堡开矫",'2802,"66技",2025,47360.0000,23286.0000,24074.0000
'28,"牢玫堡开矫",'2803,"67技",2025,43565.0000,21382.0000,22183.0000
'28,"牢玫堡开矫",'2804,"68技",2025,41416.0000,20142.0000,21274.0000
'28,"牢玫堡开矫",'2805,"69技",2025,36172.0000,17493.0000,18679.0000
'28,"牢玫堡开矫",'3101,"70技",2025,36854.0000,17534.0000,19320.0000
'28,"牢玫堡开矫",'3102,"71技",2025,30451.0000,14513.0000,15938.0000
'28,"牢玫堡开矫",'3103,"72技",2025,25470.0000,11958.0000,13512.0000
'28,"牢玫堡开矫",'3104,"73技",2025,27771.0000,13198.0000,14573.0000
'28,"牢玫堡开矫",'3105,"74技",2025,18002.0000,8443.0000,9559.0000
'28,"牢玫堡开矫",'3301,"75技",2025,20106.0000,9429.0000,10677.0000
'28,"牢玫堡开矫",'3302,"76技",2025,20396.0000,9337.0000,11059.0000
'28,"牢玫堡开矫",'3303,"77技",2025,19569.0000,9027.0000,10542.0000
'28,"牢玫堡开矫",'3304,"78技",2025,19723.0000,8588.0000,11135.0000
'28,"牢玫堡开矫",'3305,"79技",2025,15685.0000,6847.0000,8838.0000
'28,"牢玫堡开矫",'3601,"80技",2025,12985.0000,5571.0000,7414.0000
'28,"牢玫堡开矫",'3602,"81技",2025,12898.0000,5351.0000,7547.0000
'28,"牢玫堡开矫",'3603,"82技",2025,12682.0000,5126.0000,7556.0000
'28,"牢玫堡开矫",'3604,"83技",2025,14402.0000,5493.0000,8909.0000
'28,"牢玫堡开矫",'3605,"84技",2025,11189.0000,4077.0000,7112.0000
'28,"牢玫堡开矫",'3801,"85技",2025,9049.0000,3194.0000,5855.0000
'28,"牢玫堡开矫",'3802,"86技",2025,8903.0000,3018.0000,5885.0000
'28,"牢玫堡开矫",'3803,"87技",2025,7614.0000,2414.0000,5200.0000
'28,"牢玫堡开矫",'3804,"88技",2025,6216.0000,1871.0000,4345.0000
'28,"牢玫堡开矫",'3805,"89技",2025,5474.0000,1557.0000,3917.0000
'28,"牢玫堡开矫",'4101,"90技",2025,4572.0000,1236.0000,3336.0000
'28,"牢玫堡开矫",'4102,"91技",2025,3563.0000,891.0000,2672.0000
'28,"牢玫堡开矫",'4103,"92技",2025,2757.0000,627.0000,2130.0000
'28,"牢玫堡开矫",'4104,"93技",2025,2188.0000,426.0000,1762.0000
'28,"牢玫堡开矫",'4105,"94技",2025,1533.0000,295.0000,1238.0000
'28,"牢玫堡开矫",'4301,"95技",2025,1183.0000,217.0000,966.0000
'28,"牢玫堡开矫",'4302,"96技",2025,937.0000,188.0000,749.0000
'28,"牢玫堡开矫",'4303,"97技",2025,663.0000,116.0000,547.0000
'28,"牢玫堡开矫",'4304,"98技",2025,460.0000,79.0000,381.0000
'28,"牢玫堡开矫",'4305,"99技",2025,251.0000,36.0000,215.0000
'28,"牢玫堡开矫",'440,"100技 捞惑",2025,549.0000,91.0000,458.0000
'28110," 吝备",'000,"拌",2025,176467.0000,91366.0000,85101.0000
'28110," 吝备",'0401,"0技",2025,1194.0000,622.0000,572.0000
'28110," 吝备",'0402,"1技",2025,1179.0000,613.0000,566.0000
'28110," 吝备",'0403,"2技",2025,1152.0000,587.0000,565.0000
'28110," 吝备",'0404,"3技",2025,1228.0000,642.0000,586.0000
'28110," 吝备",'0405,"4技",2025,1132.0000,576.0000,556.0000
'28110," 吝备",'0501,"5技",2025,1185.0000,623.0000,562.0000
'28110," 吝备",'0502,"6技",2025,1344.0000,726.0000,618.0000
'28110," 吝备",'0503,"7技",2025,1382.0000,729.0000,653.0000
